year,gennme,prodnme,state,halfyear,totalRX
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CA,2,267
2014,Formoterol Fumarate,FORADIL AEROLIZER,CA,2,416
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,2,18332
2014,Formoterol Fumarate,PERFOROMIST,CA,2,157
2014,Aclidinium Bromide,TUDORZA PRESSAIR,CA,2,3851
2014,Indacaterol Maleate,ARCAPTA NEOHALER,CO,1,20
2014,Arformoterol Tartrate,BROVANA,CO,1,43
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CO,1,402
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CO,1,3178
2014,Roflumilast,DALIRESP,CO,1,212
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CO,1,92
2014,Formoterol Fumarate,FORADIL AEROLIZER,CO,1,68
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,1,5932
2014,Formoterol Fumarate,PERFOROMIST,CO,1,78
2014,Aclidinium Bromide,TUDORZA PRESSAIR,CO,1,66
2014,Indacaterol Maleate,ARCAPTA NEOHALER,CO,2,20
2014,Arformoterol Tartrate,BROVANA,CO,2,51
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CO,2,3522
2014,Roflumilast,DALIRESP,CO,2,234
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CO,2,54
2014,Formoterol Fumarate,FORADIL AEROLIZER,CO,2,75
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,2,6562
2014,Formoterol Fumarate,PERFOROMIST,CO,2,76
2014,Aclidinium Bromide,TUDORZA PRESSAIR,CO,2,115
2014,Indacaterol Maleate,ARCAPTA NEOHALER,CT,1,20
2014,Arformoterol Tartrate,BROVANA,CT,1,458
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CT,1,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CT,1,2506
2014,Roflumilast,DALIRESP,CT,1,451
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CT,1,333
2014,Formoterol Fumarate,FORADIL AEROLIZER,CT,1,47
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,1,8559
2014,Formoterol Fumarate,PERFOROMIST,CT,1,250
2014,Aclidinium Bromide,TUDORZA PRESSAIR,CT,1,396
2014,Indacaterol Maleate,ARCAPTA NEOHALER,CT,2,20
2014,Arformoterol Tartrate,BROVANA,CT,2,565
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CT,2,2702
2014,Roflumilast,DALIRESP,CT,2,518
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CT,2,38
2014,Formoterol Fumarate,FORADIL AEROLIZER,CT,2,31
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,2,8822
2014,Formoterol Fumarate,PERFOROMIST,CT,2,230
2014,Aclidinium Bromide,TUDORZA PRESSAIR,CT,2,552
2014,Arformoterol Tartrate,BROVANA,DC,1,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,DC,1,40
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DC,1,1178
2014,Roflumilast,DALIRESP,DC,1,48
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,DC,1,20
2014,Formoterol Fumarate,FORADIL AEROLIZER,DC,1,264
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DC,1,786
2014,Aclidinium Bromide,TUDORZA PRESSAIR,DC,1,40
2014,Arformoterol Tartrate,BROVANA,DC,2,50
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,DC,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DC,2,1376
2014,Roflumilast,DALIRESP,DC,2,40
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,DC,2,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,DC,2,294
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DC,2,847
2014,Formoterol Fumarate,PERFOROMIST,DC,2,30
2014,Aclidinium Bromide,TUDORZA PRESSAIR,DC,2,40
2014,Indacaterol Maleate,ARCAPTA NEOHALER,DE,1,10
2014,Arformoterol Tartrate,BROVANA,DE,1,40
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DE,1,1209
2014,Roflumilast,DALIRESP,DE,1,100
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,DE,1,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,DE,1,48
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DE,1,234
2014,Formoterol Fumarate,PERFOROMIST,DE,1,20
2014,Aclidinium Bromide,TUDORZA PRESSAIR,DE,1,28
2014,Arformoterol Tartrate,BROVANA,DE,2,45
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DE,2,1168
2014,Roflumilast,DALIRESP,DE,2,106
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,DE,2,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,DE,2,42
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DE,2,178
2014,Formoterol Fumarate,PERFOROMIST,DE,2,20
2014,Aclidinium Bromide,TUDORZA PRESSAIR,DE,2,28
2014,Indacaterol Maleate,ARCAPTA NEOHALER,FL,1,10
2014,Arformoterol Tartrate,BROVANA,FL,1,291
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,FL,1,110
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,FL,1,6454
2014,Roflumilast,DALIRESP,FL,1,2160
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,FL,1,65
2014,Formoterol Fumarate,FORADIL AEROLIZER,FL,1,208
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,FL,1,8676
2014,Formoterol Fumarate,PERFOROMIST,FL,1,201
2014,Aclidinium Bromide,TUDORZA PRESSAIR,FL,1,897
2014,Indacaterol Maleate,ARCAPTA NEOHALER,FL,2,30
2014,Arformoterol Tartrate,BROVANA,FL,2,283
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,FL,2,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,FL,2,3840
2014,Roflumilast,DALIRESP,FL,2,2589
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,FL,2,50
2014,Formoterol Fumarate,FORADIL AEROLIZER,FL,2,112
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,FL,2,7335
2014,Formoterol Fumarate,PERFOROMIST,FL,2,181
2014,Aclidinium Bromide,TUDORZA PRESSAIR,FL,2,616
2014,Indacaterol Maleate,ARCAPTA NEOHALER,GA,1,20
2014,Arformoterol Tartrate,BROVANA,GA,1,66
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,GA,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,GA,1,10081
2014,Roflumilast,DALIRESP,GA,1,411
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,GA,1,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,GA,1,180
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,GA,1,2351
2014,Formoterol Fumarate,PERFOROMIST,GA,1,53
2014,Aclidinium Bromide,TUDORZA PRESSAIR,GA,1,430
2014,Indacaterol Maleate,ARCAPTA NEOHALER,GA,2,20
2014,Arformoterol Tartrate,BROVANA,GA,2,65
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,GA,2,9726
2014,Roflumilast,DALIRESP,GA,2,441
2014,Formoterol Fumarate,FORADIL AEROLIZER,GA,2,173
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,GA,2,2590
2014,Formoterol Fumarate,PERFOROMIST,GA,2,56
2014,Aclidinium Bromide,TUDORZA PRESSAIR,GA,2,550
2014,Arformoterol Tartrate,BROVANA,HI,1,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,HI,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,HI,1,1673
2014,Roflumilast,DALIRESP,HI,1,30
2014,Formoterol Fumarate,FORADIL AEROLIZER,HI,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,HI,1,1135
2014,Formoterol Fumarate,PERFOROMIST,HI,1,20
2014,Aclidinium Bromide,TUDORZA PRESSAIR,HI,1,209
2014,Arformoterol Tartrate,BROVANA,HI,2,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,HI,2,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,HI,2,1542
2014,Roflumilast,DALIRESP,HI,2,27
2014,Formoterol Fumarate,FORADIL AEROLIZER,HI,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,HI,2,1056
2014,Formoterol Fumarate,PERFOROMIST,HI,2,30
2014,Aclidinium Bromide,TUDORZA PRESSAIR,HI,2,225
2014,Arformoterol Tartrate,BROVANA,IA,1,756
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IA,1,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IA,1,1734
2014,Roflumilast,DALIRESP,IA,1,236
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IA,1,116
2014,Formoterol Fumarate,FORADIL AEROLIZER,IA,1,56
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IA,1,7929
2014,Formoterol Fumarate,PERFOROMIST,IA,1,132
2014,Aclidinium Bromide,TUDORZA PRESSAIR,IA,1,130
2014,Arformoterol Tartrate,BROVANA,IA,2,753
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IA,2,2193
2014,Roflumilast,DALIRESP,IA,2,252
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IA,2,50
2014,Formoterol Fumarate,FORADIL AEROLIZER,IA,2,81
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IA,2,7765
2014,Formoterol Fumarate,PERFOROMIST,IA,2,103
2014,Aclidinium Bromide,TUDORZA PRESSAIR,IA,2,173
2014,Arformoterol Tartrate,BROVANA,ID,1,373
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,ID,1,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ID,1,1203
2014,Roflumilast,DALIRESP,ID,1,110
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,ID,1,43
2014,Formoterol Fumarate,FORADIL AEROLIZER,ID,1,123
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ID,1,2245
2014,Formoterol Fumarate,PERFOROMIST,ID,1,121
2014,Aclidinium Bromide,TUDORZA PRESSAIR,ID,1,49
2014,Arformoterol Tartrate,BROVANA,ID,2,398
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ID,2,1142
2014,Roflumilast,DALIRESP,ID,2,93
2014,Formoterol Fumarate,FORADIL AEROLIZER,ID,2,114
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ID,2,2168
2014,Formoterol Fumarate,PERFOROMIST,ID,2,139
2014,Aclidinium Bromide,TUDORZA PRESSAIR,ID,2,42
2014,Arformoterol Tartrate,BROVANA,IL,1,1353
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IL,1,77
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IL,1,8160
2014,Roflumilast,DALIRESP,IL,1,241
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IL,1,49
2014,Formoterol Fumarate,FORADIL AEROLIZER,IL,1,235
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IL,1,10136
2014,Formoterol Fumarate,PERFOROMIST,IL,1,573
2014,Aclidinium Bromide,TUDORZA PRESSAIR,IL,1,75
2014,Indacaterol Maleate,ARCAPTA NEOHALER,IL,2,10
2014,Arformoterol Tartrate,BROVANA,IL,2,1603
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IL,2,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IL,2,9154
2014,Roflumilast,DALIRESP,IL,2,285
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IL,2,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,IL,2,319
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IL,2,13390
2014,Formoterol Fumarate,PERFOROMIST,IL,2,552
2014,Aclidinium Bromide,TUDORZA PRESSAIR,IL,2,435
2014,Arformoterol Tartrate,BROVANA,IN,1,1132
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IN,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IN,1,2785
2014,Roflumilast,DALIRESP,IN,1,665
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IN,1,87
2014,Formoterol Fumarate,FORADIL AEROLIZER,IN,1,346
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IN,1,11600
2014,Formoterol Fumarate,PERFOROMIST,IN,1,367
2014,Aclidinium Bromide,TUDORZA PRESSAIR,IN,1,307
2014,Arformoterol Tartrate,BROVANA,IN,2,1359
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IN,2,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IN,2,1994
2014,Roflumilast,DALIRESP,IN,2,624
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IN,2,40
2014,Formoterol Fumarate,FORADIL AEROLIZER,IN,2,405
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IN,2,14338
2014,Formoterol Fumarate,PERFOROMIST,IN,2,353
2014,Aclidinium Bromide,TUDORZA PRESSAIR,IN,2,377
2014,Arformoterol Tartrate,BROVANA,KS,1,688
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KS,1,1154
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KS,1,3206
2014,Roflumilast,DALIRESP,KS,1,922
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KS,1,50
2014,Formoterol Fumarate,FORADIL AEROLIZER,KS,1,121
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KS,1,5761
2014,Formoterol Fumarate,PERFOROMIST,KS,1,95
2014,Aclidinium Bromide,TUDORZA PRESSAIR,KS,1,419
2014,Arformoterol Tartrate,BROVANA,KS,2,789
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KS,2,575
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KS,2,1962
2014,Roflumilast,DALIRESP,KS,2,554
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KS,2,20
2014,Formoterol Fumarate,FORADIL AEROLIZER,KS,2,88
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KS,2,4469
2014,Formoterol Fumarate,PERFOROMIST,KS,2,205
2014,Aclidinium Bromide,TUDORZA PRESSAIR,KS,2,306
2014,Arformoterol Tartrate,BROVANA,KY,1,80
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KY,1,60
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KY,1,7274
2014,Roflumilast,DALIRESP,KY,1,1399
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KY,1,130
2014,Formoterol Fumarate,FORADIL AEROLIZER,KY,1,52
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KY,1,5321
2014,Formoterol Fumarate,PERFOROMIST,KY,1,60
2014,Aclidinium Bromide,TUDORZA PRESSAIR,KY,1,6083
2014,Arformoterol Tartrate,BROVANA,KY,2,99
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KY,2,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KY,2,8329
2014,Roflumilast,DALIRESP,KY,2,1830
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KY,2,65
2014,Formoterol Fumarate,FORADIL AEROLIZER,KY,2,418
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KY,2,9753
2014,Formoterol Fumarate,PERFOROMIST,KY,2,43
2014,Aclidinium Bromide,TUDORZA PRESSAIR,KY,2,5897
2014,Arformoterol Tartrate,BROVANA,LA,1,100
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,LA,1,46
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,LA,1,3352
2014,Roflumilast,DALIRESP,LA,1,742
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,LA,1,114
2014,Formoterol Fumarate,FORADIL AEROLIZER,LA,1,78
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,LA,1,6173
2014,Formoterol Fumarate,PERFOROMIST,LA,1,46
2014,Aclidinium Bromide,TUDORZA PRESSAIR,LA,1,274
2014,Arformoterol Tartrate,BROVANA,LA,2,148
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,LA,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,LA,2,2976
2014,Roflumilast,DALIRESP,LA,2,619
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,LA,2,20
2014,Formoterol Fumarate,FORADIL AEROLIZER,LA,2,48
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,LA,2,5343
2014,Formoterol Fumarate,PERFOROMIST,LA,2,39
2014,Aclidinium Bromide,TUDORZA PRESSAIR,LA,2,312
2014,Indacaterol Maleate,ARCAPTA NEOHALER,MA,1,30
2014,Arformoterol Tartrate,BROVANA,MA,1,228
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MA,1,40
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MA,1,6738
2014,Roflumilast,DALIRESP,MA,1,416
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MA,1,161
2014,Formoterol Fumarate,FORADIL AEROLIZER,MA,1,225
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MA,1,6787
2014,Formoterol Fumarate,PERFOROMIST,MA,1,168
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MA,1,577
2014,Indacaterol Maleate,ARCAPTA NEOHALER,MA,2,20
2014,Arformoterol Tartrate,BROVANA,MA,2,252
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MA,2,10
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MA,2,6301
2014,Roflumilast,DALIRESP,MA,2,422
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MA,2,88
2014,Formoterol Fumarate,FORADIL AEROLIZER,MA,2,245
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MA,2,5733
2014,Formoterol Fumarate,PERFOROMIST,MA,2,210
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MA,2,659
2014,Arformoterol Tartrate,BROVANA,MD,1,70
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MD,1,40
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MD,1,7209
2014,Roflumilast,DALIRESP,MD,1,134
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MD,1,523
2014,Formoterol Fumarate,FORADIL AEROLIZER,MD,1,364
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MD,1,6984
2014,Formoterol Fumarate,PERFOROMIST,MD,1,30
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MD,1,220
2014,Arformoterol Tartrate,BROVANA,MD,2,80
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MD,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MD,2,7580
2014,Roflumilast,DALIRESP,MD,2,183
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MD,2,56
2014,Formoterol Fumarate,FORADIL AEROLIZER,MD,2,387
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MD,2,7351
2014,Formoterol Fumarate,PERFOROMIST,MD,2,60
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MD,2,374
2014,Indacaterol Maleate,ARCAPTA NEOHALER,ME,1,40
2014,Arformoterol Tartrate,BROVANA,ME,1,83
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ME,1,20
2014,Roflumilast,DALIRESP,ME,1,130
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,ME,1,30
2014,Formoterol Fumarate,FORADIL AEROLIZER,ME,1,101
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ME,1,3743
2014,Formoterol Fumarate,PERFOROMIST,ME,1,60
2014,Aclidinium Bromide,TUDORZA PRESSAIR,ME,1,45
2014,Indacaterol Maleate,ARCAPTA NEOHALER,ME,2,20
2014,Arformoterol Tartrate,BROVANA,ME,2,103
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ME,2,60
2014,Roflumilast,DALIRESP,ME,2,169
2014,Formoterol Fumarate,FORADIL AEROLIZER,ME,2,101
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ME,2,4066
2014,Formoterol Fumarate,PERFOROMIST,ME,2,67
2014,Aclidinium Bromide,TUDORZA PRESSAIR,ME,2,55
2014,Indacaterol Maleate,ARCAPTA NEOHALER,MI,1,20
2014,Arformoterol Tartrate,BROVANA,MI,1,223
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MI,1,68
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MI,1,5266
2014,Roflumilast,DALIRESP,MI,1,369
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MI,1,33
2014,Formoterol Fumarate,FORADIL AEROLIZER,MI,1,302
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MI,1,7763
2014,Formoterol Fumarate,PERFOROMIST,MI,1,146
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MI,1,1077
2014,Indacaterol Maleate,ARCAPTA NEOHALER,MI,2,20
2014,Arformoterol Tartrate,BROVANA,MI,2,205
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MI,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MI,2,5750
2014,Roflumilast,DALIRESP,MI,2,457
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MI,2,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,MI,2,321
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MI,2,8729
2014,Formoterol Fumarate,PERFOROMIST,MI,2,149
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MI,2,5200
2014,Indacaterol Maleate,ARCAPTA NEOHALER,MN,1,10
2014,Arformoterol Tartrate,BROVANA,MN,1,824
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MN,1,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MN,1,4202
2014,Roflumilast,DALIRESP,MN,1,185
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MN,1,174
2014,Formoterol Fumarate,FORADIL AEROLIZER,MN,1,224
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MN,1,13816
2014,Formoterol Fumarate,PERFOROMIST,MN,1,318
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MN,1,114
2014,Arformoterol Tartrate,BROVANA,MN,2,845
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MN,2,4345
2014,Roflumilast,DALIRESP,MN,2,181
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MN,2,184
2014,Formoterol Fumarate,FORADIL AEROLIZER,MN,2,239
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MN,2,15774
2014,Formoterol Fumarate,PERFOROMIST,MN,2,327
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MN,2,129
2014,Arformoterol Tartrate,BROVANA,MO,1,312
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MO,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MO,1,10532
2014,Roflumilast,DALIRESP,MO,1,2379
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MO,1,30
2014,Formoterol Fumarate,FORADIL AEROLIZER,MO,1,217
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MO,1,11159
2014,Formoterol Fumarate,PERFOROMIST,MO,1,886
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MO,1,491
2014,Indacaterol Maleate,ARCAPTA NEOHALER,MO,2,10
2014,Arformoterol Tartrate,BROVANA,MO,2,329
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MO,2,10436
2014,Roflumilast,DALIRESP,MO,2,2491
2014,Formoterol Fumarate,FORADIL AEROLIZER,MO,2,206
2014,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MO,2,11627
2014,Formoterol Fumarate,PERFOROMIST,MO,2,844
2014,Aclidinium Bromide,TUDORZA PRESSAIR,MO,2,479
2014,Arformoterol Tartrate,BROVANA,MS,1,60
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MS,1,30
2014,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MS,1,1896
2014,Roflumilast,DALIRESP,MS,1,90
2014,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MS,1,10
2014,Formoterol Fumarate,FORADIL AEROLIZER,MS,1,100
