year,gennme,state,halfyear,totalRX
2013,Formoterol Fumarate,PA,1,400
2013,Indacaterol Maleate,PA,1,20
2013,Roflumilast,PA,1,853
2013,Aclidinium Bromide,PA,2,1029
2013,Albuterol Sulfate/Ipratropium Bromide,PA,2,20327
2013,Arformoterol Tartrate,PA,2,648
2013,Formoterol Fumarate,PA,2,379
2013,Indacaterol Maleate,PA,2,20
2013,Roflumilast,PA,2,1064
2013,Aclidinium Bromide,RI,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,RI,1,586
2013,Formoterol Fumarate,RI,1,40
2013,Roflumilast,RI,1,20
2013,Aclidinium Bromide,RI,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,RI,2,472
2013,Formoterol Fumarate,RI,2,40
2013,Roflumilast,RI,2,20
2013,Aclidinium Bromide,SC,1,50
2013,Albuterol Sulfate/Ipratropium Bromide,SC,1,6934
2013,Arformoterol Tartrate,SC,1,114
2013,Formoterol Fumarate,SC,1,193
2013,Indacaterol Maleate,SC,1,20
2013,Roflumilast,SC,1,253
2013,Aclidinium Bromide,SC,2,44
2013,Albuterol Sulfate/Ipratropium Bromide,SC,2,6029
2013,Arformoterol Tartrate,SC,2,92
2013,Formoterol Fumarate,SC,2,221
2013,Indacaterol Maleate,SC,2,40
2013,Roflumilast,SC,2,281
2013,Aclidinium Bromide,SD,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,SD,1,1126
2013,Arformoterol Tartrate,SD,1,122
2013,Formoterol Fumarate,SD,1,50
2013,Roflumilast,SD,1,40
2013,Aclidinium Bromide,SD,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,SD,2,1056
2013,Arformoterol Tartrate,SD,2,76
2013,Formoterol Fumarate,SD,2,40
2013,Roflumilast,SD,2,58
2013,Aclidinium Bromide,TN,1,36
2013,Albuterol Sulfate/Ipratropium Bromide,TN,1,17891
2013,Arformoterol Tartrate,TN,1,1636
2013,Formoterol Fumarate,TN,1,1297
2013,Indacaterol Maleate,TN,1,20
2013,Roflumilast,TN,1,193
2013,Aclidinium Bromide,TN,2,93
2013,Albuterol Sulfate/Ipratropium Bromide,TN,2,16295
2013,Arformoterol Tartrate,TN,2,1604
2013,Formoterol Fumarate,TN,2,1191
2013,Indacaterol Maleate,TN,2,20
2013,Roflumilast,TN,2,280
2013,Aclidinium Bromide,TX,1,24
2013,Albuterol Sulfate/Ipratropium Bromide,TX,1,11640
2013,Formoterol Fumarate,TX,1,394
2013,Roflumilast,TX,1,86
2013,Aclidinium Bromide,TX,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,TX,2,7514
2013,Formoterol Fumarate,TX,2,364
2013,Roflumilast,TX,2,88
2013,Aclidinium Bromide,UT,1,55
2013,Albuterol Sulfate/Ipratropium Bromide,UT,1,2345
2013,Arformoterol Tartrate,UT,1,124
2013,Formoterol Fumarate,UT,1,76
2013,Roflumilast,UT,1,246
2013,Aclidinium Bromide,UT,2,69
2013,Albuterol Sulfate/Ipratropium Bromide,UT,2,2909
2013,Arformoterol Tartrate,UT,2,124
2013,Formoterol Fumarate,UT,2,89
2013,Roflumilast,UT,2,242
2013,Aclidinium Bromide,VA,1,124
2013,Albuterol Sulfate/Ipratropium Bromide,VA,1,18528
2013,Arformoterol Tartrate,VA,1,750
2013,Formoterol Fumarate,VA,1,535
2013,Indacaterol Maleate,VA,1,10
2013,Roflumilast,VA,1,409
2013,Aclidinium Bromide,VA,2,246
2013,Albuterol Sulfate/Ipratropium Bromide,VA,2,17507
2013,Arformoterol Tartrate,VA,2,1059
2013,Formoterol Fumarate,VA,2,642
2013,Roflumilast,VA,2,466
2013,Aclidinium Bromide,VT,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,VT,1,2492
2013,Arformoterol Tartrate,VT,1,40
2013,Formoterol Fumarate,VT,1,57
2013,Roflumilast,VT,1,96
2013,Aclidinium Bromide,VT,2,31
2013,Albuterol Sulfate/Ipratropium Bromide,VT,2,2289
2013,Arformoterol Tartrate,VT,2,30
2013,Formoterol Fumarate,VT,2,40
2013,Indacaterol Maleate,VT,2,10
2013,Roflumilast,VT,2,99
2013,Aclidinium Bromide,WA,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,WA,1,6573
2013,Arformoterol Tartrate,WA,1,80
2013,Formoterol Fumarate,WA,1,252
2013,Indacaterol Maleate,WA,1,40
2013,Roflumilast,WA,1,124
2013,Aclidinium Bromide,WA,2,72
2013,Albuterol Sulfate/Ipratropium Bromide,WA,2,8218
2013,Arformoterol Tartrate,WA,2,80
2013,Formoterol Fumarate,WA,2,280
2013,Indacaterol Maleate,WA,2,30
2013,Roflumilast,WA,2,176
2013,Aclidinium Bromide,WI,1,118
2013,Albuterol Sulfate/Ipratropium Bromide,WI,1,20428
2013,Arformoterol Tartrate,WI,1,373
2013,Formoterol Fumarate,WI,1,763
2013,Indacaterol Maleate,WI,1,20
2013,Roflumilast,WI,1,510
2013,Aclidinium Bromide,WI,2,191
2013,Albuterol Sulfate/Ipratropium Bromide,WI,2,18365
2013,Arformoterol Tartrate,WI,2,438
2013,Formoterol Fumarate,WI,2,760
2013,Indacaterol Maleate,WI,2,20
2013,Roflumilast,WI,2,569
2013,Aclidinium Bromide,WV,1,58
2013,Albuterol Sulfate/Ipratropium Bromide,WV,1,5065
2013,Arformoterol Tartrate,WV,1,211
2013,Formoterol Fumarate,WV,1,182
2013,Roflumilast,WV,1,397
2013,Aclidinium Bromide,WV,2,137
2013,Albuterol Sulfate/Ipratropium Bromide,WV,2,4523
2013,Arformoterol Tartrate,WV,2,612
2013,Formoterol Fumarate,WV,2,184
2013,Roflumilast,WV,2,385
2013,Aclidinium Bromide,WY,1,10
2013,Albuterol Sulfate/Ipratropium Bromide,WY,1,969
2013,Arformoterol Tartrate,WY,1,40
2013,Formoterol Fumarate,WY,1,48
2013,Roflumilast,WY,1,20
2013,Aclidinium Bromide,WY,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,WY,2,1080
2013,Arformoterol Tartrate,WY,2,186
2013,Formoterol Fumarate,WY,2,72
2013,Roflumilast,WY,2,42
2014,Aclidinium Bromide,AK,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,AK,1,1479
2014,Arformoterol Tartrate,AK,1,40
2014,Formoterol Fumarate,AK,1,20
2014,Roflumilast,AK,1,120
2014,Aclidinium Bromide,AK,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,AK,2,1536
2014,Arformoterol Tartrate,AK,2,30
2014,Formoterol Fumarate,AK,2,30
2014,Roflumilast,AK,2,83
2014,Aclidinium Bromide,AL,1,78
2014,Albuterol Sulfate/Ipratropium Bromide,AL,1,10691
2014,Arformoterol Tartrate,AL,1,808
2014,Formoterol Fumarate,AL,1,804
2014,Indacaterol Maleate,AL,1,20
2014,Roflumilast,AL,1,771
2014,Aclidinium Bromide,AL,2,85
2014,Albuterol Sulfate/Ipratropium Bromide,AL,2,8361
2014,Arformoterol Tartrate,AL,2,732
2014,Formoterol Fumarate,AL,2,637
2014,Indacaterol Maleate,AL,2,20
2014,Roflumilast,AL,2,695
2014,Aclidinium Bromide,AR,1,132
2014,Albuterol Sulfate/Ipratropium Bromide,AR,1,2884
2014,Arformoterol Tartrate,AR,1,64
2014,Formoterol Fumarate,AR,1,74
2014,Indacaterol Maleate,AR,1,20
2014,Roflumilast,AR,1,100
2014,Aclidinium Bromide,AR,2,204
2014,Albuterol Sulfate/Ipratropium Bromide,AR,2,2951
2014,Arformoterol Tartrate,AR,2,64
2014,Formoterol Fumarate,AR,2,88
2014,Indacaterol Maleate,AR,2,20
2014,Roflumilast,AR,2,92
2014,Aclidinium Bromide,AZ,1,258
2014,Albuterol Sulfate/Ipratropium Bromide,AZ,1,9187
2014,Arformoterol Tartrate,AZ,1,139
2014,Formoterol Fumarate,AZ,1,263
2014,Roflumilast,AZ,1,153
2014,Aclidinium Bromide,AZ,2,915
2014,Albuterol Sulfate/Ipratropium Bromide,AZ,2,12144
2014,Arformoterol Tartrate,AZ,2,172
2014,Formoterol Fumarate,AZ,2,307
2014,Roflumilast,AZ,2,352
2014,Aclidinium Bromide,CA,1,2291
2014,Albuterol Sulfate/Ipratropium Bromide,CA,1,42780
2014,Arformoterol Tartrate,CA,1,193
2014,Formoterol Fumarate,CA,1,534
2014,Indacaterol Maleate,CA,1,40
2014,Roflumilast,CA,1,958
2014,Aclidinium Bromide,CA,2,3851
2014,Albuterol Sulfate/Ipratropium Bromide,CA,2,43656
2014,Arformoterol Tartrate,CA,2,216
2014,Formoterol Fumarate,CA,2,573
2014,Indacaterol Maleate,CA,2,40
2014,Roflumilast,CA,2,1168
2014,Aclidinium Bromide,CO,1,66
2014,Albuterol Sulfate/Ipratropium Bromide,CO,1,9604
2014,Arformoterol Tartrate,CO,1,43
2014,Formoterol Fumarate,CO,1,146
2014,Indacaterol Maleate,CO,1,20
2014,Roflumilast,CO,1,212
2014,Aclidinium Bromide,CO,2,115
2014,Albuterol Sulfate/Ipratropium Bromide,CO,2,10138
2014,Arformoterol Tartrate,CO,2,51
2014,Formoterol Fumarate,CO,2,151
2014,Indacaterol Maleate,CO,2,20
2014,Roflumilast,CO,2,234
2014,Aclidinium Bromide,CT,1,396
2014,Albuterol Sulfate/Ipratropium Bromide,CT,1,11408
2014,Arformoterol Tartrate,CT,1,458
2014,Formoterol Fumarate,CT,1,297
2014,Indacaterol Maleate,CT,1,20
2014,Roflumilast,CT,1,451
2014,Aclidinium Bromide,CT,2,552
2014,Albuterol Sulfate/Ipratropium Bromide,CT,2,11562
2014,Arformoterol Tartrate,CT,2,565
2014,Formoterol Fumarate,CT,2,261
2014,Indacaterol Maleate,CT,2,20
2014,Roflumilast,CT,2,518
2014,Aclidinium Bromide,DC,1,40
2014,Albuterol Sulfate/Ipratropium Bromide,DC,1,2024
2014,Arformoterol Tartrate,DC,1,30
2014,Formoterol Fumarate,DC,1,264
2014,Roflumilast,DC,1,48
2014,Aclidinium Bromide,DC,2,40
2014,Albuterol Sulfate/Ipratropium Bromide,DC,2,2253
2014,Arformoterol Tartrate,DC,2,50
2014,Formoterol Fumarate,DC,2,324
2014,Roflumilast,DC,2,40
2014,Aclidinium Bromide,DE,1,28
2014,Albuterol Sulfate/Ipratropium Bromide,DE,1,1453
2014,Arformoterol Tartrate,DE,1,40
2014,Formoterol Fumarate,DE,1,68
2014,Indacaterol Maleate,DE,1,10
2014,Roflumilast,DE,1,100
2014,Aclidinium Bromide,DE,2,28
2014,Albuterol Sulfate/Ipratropium Bromide,DE,2,1356
2014,Arformoterol Tartrate,DE,2,45
2014,Formoterol Fumarate,DE,2,62
2014,Roflumilast,DE,2,106
2014,Aclidinium Bromide,FL,1,897
2014,Albuterol Sulfate/Ipratropium Bromide,FL,1,15305
2014,Arformoterol Tartrate,FL,1,291
2014,Formoterol Fumarate,FL,1,409
2014,Indacaterol Maleate,FL,1,10
2014,Roflumilast,FL,1,2160
2014,Aclidinium Bromide,FL,2,616
2014,Albuterol Sulfate/Ipratropium Bromide,FL,2,11255
2014,Arformoterol Tartrate,FL,2,283
2014,Formoterol Fumarate,FL,2,293
2014,Indacaterol Maleate,FL,2,30
2014,Roflumilast,FL,2,2589
2014,Aclidinium Bromide,GA,1,430
2014,Albuterol Sulfate/Ipratropium Bromide,GA,1,12462
2014,Arformoterol Tartrate,GA,1,66
2014,Formoterol Fumarate,GA,1,233
2014,Indacaterol Maleate,GA,1,20
2014,Roflumilast,GA,1,411
2014,Aclidinium Bromide,GA,2,550
2014,Albuterol Sulfate/Ipratropium Bromide,GA,2,12316
2014,Arformoterol Tartrate,GA,2,65
2014,Formoterol Fumarate,GA,2,229
2014,Indacaterol Maleate,GA,2,20
2014,Roflumilast,GA,2,441
2014,Aclidinium Bromide,HI,1,209
2014,Albuterol Sulfate/Ipratropium Bromide,HI,1,2828
2014,Arformoterol Tartrate,HI,1,30
2014,Formoterol Fumarate,HI,1,40
2014,Roflumilast,HI,1,30
2014,Aclidinium Bromide,HI,2,225
2014,Albuterol Sulfate/Ipratropium Bromide,HI,2,2608
2014,Arformoterol Tartrate,HI,2,30
2014,Formoterol Fumarate,HI,2,50
2014,Roflumilast,HI,2,27
2014,Aclidinium Bromide,IA,1,130
2014,Albuterol Sulfate/Ipratropium Bromide,IA,1,9789
2014,Arformoterol Tartrate,IA,1,756
2014,Formoterol Fumarate,IA,1,188
2014,Roflumilast,IA,1,236
2014,Aclidinium Bromide,IA,2,173
2014,Albuterol Sulfate/Ipratropium Bromide,IA,2,10008
2014,Arformoterol Tartrate,IA,2,753
2014,Formoterol Fumarate,IA,2,184
2014,Roflumilast,IA,2,252
2014,Aclidinium Bromide,ID,1,49
2014,Albuterol Sulfate/Ipratropium Bromide,ID,1,3501
2014,Arformoterol Tartrate,ID,1,373
2014,Formoterol Fumarate,ID,1,244
2014,Roflumilast,ID,1,110
2014,Aclidinium Bromide,ID,2,42
2014,Albuterol Sulfate/Ipratropium Bromide,ID,2,3310
2014,Arformoterol Tartrate,ID,2,398
2014,Formoterol Fumarate,ID,2,253
2014,Roflumilast,ID,2,93
2014,Aclidinium Bromide,IL,1,75
2014,Albuterol Sulfate/Ipratropium Bromide,IL,1,18422
2014,Arformoterol Tartrate,IL,1,1353
2014,Formoterol Fumarate,IL,1,808
2014,Roflumilast,IL,1,241
2014,Aclidinium Bromide,IL,2,435
2014,Albuterol Sulfate/Ipratropium Bromide,IL,2,22564
2014,Arformoterol Tartrate,IL,2,1603
2014,Formoterol Fumarate,IL,2,871
2014,Indacaterol Maleate,IL,2,10
2014,Roflumilast,IL,2,285
2014,Aclidinium Bromide,IN,1,307
2014,Albuterol Sulfate/Ipratropium Bromide,IN,1,14492
2014,Arformoterol Tartrate,IN,1,1132
2014,Formoterol Fumarate,IN,1,713
2014,Roflumilast,IN,1,665
2014,Aclidinium Bromide,IN,2,377
2014,Albuterol Sulfate/Ipratropium Bromide,IN,2,16382
2014,Arformoterol Tartrate,IN,2,1359
2014,Formoterol Fumarate,IN,2,758
2014,Roflumilast,IN,2,624
2014,Aclidinium Bromide,KS,1,419
2014,Albuterol Sulfate/Ipratropium Bromide,KS,1,10171
2014,Arformoterol Tartrate,KS,1,688
2014,Formoterol Fumarate,KS,1,216
2014,Roflumilast,KS,1,922
2014,Aclidinium Bromide,KS,2,306
2014,Albuterol Sulfate/Ipratropium Bromide,KS,2,7026
2014,Arformoterol Tartrate,KS,2,789
2014,Formoterol Fumarate,KS,2,293
2014,Roflumilast,KS,2,554
2014,Aclidinium Bromide,KY,1,6083
2014,Albuterol Sulfate/Ipratropium Bromide,KY,1,12785
2014,Arformoterol Tartrate,KY,1,80
2014,Formoterol Fumarate,KY,1,112
2014,Roflumilast,KY,1,1399
2014,Aclidinium Bromide,KY,2,5897
2014,Albuterol Sulfate/Ipratropium Bromide,KY,2,18177
2014,Arformoterol Tartrate,KY,2,99
2014,Formoterol Fumarate,KY,2,461
2014,Roflumilast,KY,2,1830
2014,Aclidinium Bromide,LA,1,274
2014,Albuterol Sulfate/Ipratropium Bromide,LA,1,9685
2014,Arformoterol Tartrate,LA,1,100
2014,Formoterol Fumarate,LA,1,124
2014,Roflumilast,LA,1,742
2014,Aclidinium Bromide,LA,2,312
2014,Albuterol Sulfate/Ipratropium Bromide,LA,2,8359
2014,Arformoterol Tartrate,LA,2,148
2014,Formoterol Fumarate,LA,2,87
2014,Roflumilast,LA,2,619
2014,Aclidinium Bromide,MA,1,577
2014,Albuterol Sulfate/Ipratropium Bromide,MA,1,13726
2014,Arformoterol Tartrate,MA,1,228
2014,Formoterol Fumarate,MA,1,393
2014,Indacaterol Maleate,MA,1,30
2014,Roflumilast,MA,1,416
2014,Aclidinium Bromide,MA,2,659
2014,Albuterol Sulfate/Ipratropium Bromide,MA,2,12132
2014,Arformoterol Tartrate,MA,2,252
2014,Formoterol Fumarate,MA,2,455
2014,Indacaterol Maleate,MA,2,20
2014,Roflumilast,MA,2,422
2014,Aclidinium Bromide,MD,1,220
2014,Albuterol Sulfate/Ipratropium Bromide,MD,1,14756
2014,Arformoterol Tartrate,MD,1,70
2014,Formoterol Fumarate,MD,1,394
2014,Roflumilast,MD,1,134
2014,Aclidinium Bromide,MD,2,374
2014,Albuterol Sulfate/Ipratropium Bromide,MD,2,15007
2014,Arformoterol Tartrate,MD,2,80
2014,Formoterol Fumarate,MD,2,447
2014,Roflumilast,MD,2,183
2014,Aclidinium Bromide,ME,1,45
2014,Albuterol Sulfate/Ipratropium Bromide,ME,1,3793
2014,Arformoterol Tartrate,ME,1,83
2014,Formoterol Fumarate,ME,1,161
2014,Indacaterol Maleate,ME,1,40
2014,Roflumilast,ME,1,130
2014,Aclidinium Bromide,ME,2,55
2014,Albuterol Sulfate/Ipratropium Bromide,ME,2,4126
2014,Arformoterol Tartrate,ME,2,103
2014,Formoterol Fumarate,ME,2,168
2014,Indacaterol Maleate,ME,2,20
2014,Roflumilast,ME,2,169
2014,Aclidinium Bromide,MI,1,1077
2014,Albuterol Sulfate/Ipratropium Bromide,MI,1,13130
2014,Arformoterol Tartrate,MI,1,223
2014,Formoterol Fumarate,MI,1,448
2014,Indacaterol Maleate,MI,1,20
2014,Roflumilast,MI,1,369
2014,Aclidinium Bromide,MI,2,5200
2014,Albuterol Sulfate/Ipratropium Bromide,MI,2,14509
2014,Arformoterol Tartrate,MI,2,205
2014,Formoterol Fumarate,MI,2,470
2014,Indacaterol Maleate,MI,2,20
2014,Roflumilast,MI,2,457
2014,Aclidinium Bromide,MN,1,114
2014,Albuterol Sulfate/Ipratropium Bromide,MN,1,18222
2014,Arformoterol Tartrate,MN,1,824
2014,Formoterol Fumarate,MN,1,542
2014,Indacaterol Maleate,MN,1,10
2014,Roflumilast,MN,1,185
2014,Aclidinium Bromide,MN,2,129
2014,Albuterol Sulfate/Ipratropium Bromide,MN,2,20303
2014,Arformoterol Tartrate,MN,2,845
2014,Formoterol Fumarate,MN,2,566
2014,Roflumilast,MN,2,181
2014,Aclidinium Bromide,MO,1,491
2014,Albuterol Sulfate/Ipratropium Bromide,MO,1,21741
2014,Arformoterol Tartrate,MO,1,312
2014,Formoterol Fumarate,MO,1,1103
2014,Roflumilast,MO,1,2379
2014,Aclidinium Bromide,MO,2,479
2014,Albuterol Sulfate/Ipratropium Bromide,MO,2,22063
2014,Arformoterol Tartrate,MO,2,329
2014,Formoterol Fumarate,MO,2,1050
2014,Indacaterol Maleate,MO,2,10
2014,Roflumilast,MO,2,2491
2014,Aclidinium Bromide,MS,1,70
2014,Albuterol Sulfate/Ipratropium Bromide,MS,1,4215
2014,Arformoterol Tartrate,MS,1,60
2014,Formoterol Fumarate,MS,1,140
2014,Roflumilast,MS,1,90
2014,Aclidinium Bromide,MS,2,93
2014,Albuterol Sulfate/Ipratropium Bromide,MS,2,4065
2014,Arformoterol Tartrate,MS,2,80
2014,Formoterol Fumarate,MS,2,120
2014,Roflumilast,MS,2,110
2014,Aclidinium Bromide,MT,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,MT,1,2886
2014,Arformoterol Tartrate,MT,1,185
2014,Formoterol Fumarate,MT,1,165
2014,Indacaterol Maleate,MT,1,20
2014,Roflumilast,MT,1,49
2014,Aclidinium Bromide,MT,2,20
2014,Albuterol Sulfate/Ipratropium Bromide,MT,2,2828
2014,Arformoterol Tartrate,MT,2,217
2014,Formoterol Fumarate,MT,2,164
2014,Indacaterol Maleate,MT,2,20
2014,Roflumilast,MT,2,40
2014,Aclidinium Bromide,NC,1,316
2014,Albuterol Sulfate/Ipratropium Bromide,NC,1,14833
2014,Arformoterol Tartrate,NC,1,214
2014,Formoterol Fumarate,NC,1,357
2014,Roflumilast,NC,1,1202
2014,Aclidinium Bromide,NC,2,412
2014,Albuterol Sulfate/Ipratropium Bromide,NC,2,18421
2014,Arformoterol Tartrate,NC,2,343
2014,Formoterol Fumarate,NC,2,533
2014,Roflumilast,NC,2,1399
2014,Aclidinium Bromide,NE,1,52
2014,Albuterol Sulfate/Ipratropium Bromide,NE,1,3391
2014,Arformoterol Tartrate,NE,1,234
2014,Formoterol Fumarate,NE,1,56
2014,Roflumilast,NE,1,107
2014,Aclidinium Bromide,NE,2,62
2014,Albuterol Sulfate/Ipratropium Bromide,NE,2,2578
2014,Arformoterol Tartrate,NE,2,216
2014,Formoterol Fumarate,NE,2,42
2014,Roflumilast,NE,2,133
2014,Aclidinium Bromide,NH,1,34
2014,Albuterol Sulfate/Ipratropium Bromide,NH,1,2966
2014,Arformoterol Tartrate,NH,1,86
2014,Formoterol Fumarate,NH,1,92
2014,Roflumilast,NH,1,44
2014,Aclidinium Bromide,NH,2,86
2014,Albuterol Sulfate/Ipratropium Bromide,NH,2,3290
2014,Arformoterol Tartrate,NH,2,102
2014,Formoterol Fumarate,NH,2,80
2014,Roflumilast,NH,2,79
2014,Aclidinium Bromide,NJ,1,1010
2014,Albuterol Sulfate/Ipratropium Bromide,NJ,1,12982
2014,Arformoterol Tartrate,NJ,1,289
2014,Formoterol Fumarate,NJ,1,518
2014,Roflumilast,NJ,1,385
2014,Aclidinium Bromide,NJ,2,1211
2014,Albuterol Sulfate/Ipratropium Bromide,NJ,2,12017
2014,Arformoterol Tartrate,NJ,2,162
2014,Formoterol Fumarate,NJ,2,452
2014,Roflumilast,NJ,2,334
2014,Aclidinium Bromide,NM,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,NM,1,1517
2014,Arformoterol Tartrate,NM,1,20
2014,Formoterol Fumarate,NM,1,20
2014,Roflumilast,NM,1,29
2014,Aclidinium Bromide,NM,2,707
2014,Albuterol Sulfate/Ipratropium Bromide,NM,2,5317
2014,Arformoterol Tartrate,NM,2,40
2014,Formoterol Fumarate,NM,2,198
2014,Roflumilast,NM,2,97
2014,Aclidinium Bromide,NV,1,235
2014,Albuterol Sulfate/Ipratropium Bromide,NV,1,4042
2014,Arformoterol Tartrate,NV,1,92
2014,Formoterol Fumarate,NV,1,120
2014,Indacaterol Maleate,NV,1,20
2014,Roflumilast,NV,1,343
2014,Aclidinium Bromide,NV,2,226
2014,Albuterol Sulfate/Ipratropium Bromide,NV,2,4635
2014,Arformoterol Tartrate,NV,2,60
2014,Formoterol Fumarate,NV,2,160
2014,Indacaterol Maleate,NV,2,20
2014,Roflumilast,NV,2,282
2014,Aclidinium Bromide,NY,1,2563
2014,Albuterol Sulfate/Ipratropium Bromide,NY,1,52222
2014,Arformoterol Tartrate,NY,1,1571
2014,Formoterol Fumarate,NY,1,3147
2014,Indacaterol Maleate,NY,1,68
2014,Roflumilast,NY,1,1697
2014,Aclidinium Bromide,NY,2,2981
2014,Albuterol Sulfate/Ipratropium Bromide,NY,2,49929
2014,Arformoterol Tartrate,NY,2,1776
2014,Formoterol Fumarate,NY,2,3241
2014,Indacaterol Maleate,NY,2,20
2014,Roflumilast,NY,2,1770
2014,Aclidinium Bromide,OH,1,2722
2014,Albuterol Sulfate/Ipratropium Bromide,OH,1,39877
2014,Arformoterol Tartrate,OH,1,1753
2014,Formoterol Fumarate,OH,1,1939
2014,Indacaterol Maleate,OH,1,20
2014,Roflumilast,OH,1,2788
2014,Aclidinium Bromide,OH,2,7996
2014,Albuterol Sulfate/Ipratropium Bromide,OH,2,40490
2014,Arformoterol Tartrate,OH,2,1448
2014,Formoterol Fumarate,OH,2,2071
2014,Indacaterol Maleate,OH,2,30
2014,Roflumilast,OH,2,3052
2014,Aclidinium Bromide,OK,1,40
2014,Albuterol Sulfate/Ipratropium Bromide,OK,1,11478
2014,Arformoterol Tartrate,OK,1,1159
2014,Formoterol Fumarate,OK,1,126
2014,Roflumilast,OK,1,124
2014,Aclidinium Bromide,OK,2,43
2014,Albuterol Sulfate/Ipratropium Bromide,OK,2,9378
2014,Arformoterol Tartrate,OK,2,747
2014,Formoterol Fumarate,OK,2,157
2014,Roflumilast,OK,2,157
2014,Aclidinium Bromide,OR,1,350
2014,Albuterol Sulfate/Ipratropium Bromide,OR,1,13300
2014,Arformoterol Tartrate,OR,1,185
2014,Formoterol Fumarate,OR,1,226
2014,Indacaterol Maleate,OR,1,10
2014,Roflumilast,OR,1,170
2014,Aclidinium Bromide,OR,2,532
2014,Albuterol Sulfate/Ipratropium Bromide,OR,2,12084
2014,Arformoterol Tartrate,OR,2,194
2014,Formoterol Fumarate,OR,2,239
2014,Indacaterol Maleate,OR,2,20
2014,Roflumilast,OR,2,175
2014,Aclidinium Bromide,PA,1,1982
2014,Albuterol Sulfate/Ipratropium Bromide,PA,1,19992
2014,Arformoterol Tartrate,PA,1,505
2014,Formoterol Fumarate,PA,1,379
2014,Indacaterol Maleate,PA,1,20
2014,Roflumilast,PA,1,1159
2014,Aclidinium Bromide,PA,2,2644
2014,Albuterol Sulfate/Ipratropium Bromide,PA,2,20017
2014,Arformoterol Tartrate,PA,2,547
2014,Formoterol Fumarate,PA,2,374
2014,Indacaterol Maleate,PA,2,20
2014,Roflumilast,PA,2,1387
2014,Aclidinium Bromide,RI,1,30
2014,Albuterol Sulfate/Ipratropium Bromide,RI,1,408
2014,Formoterol Fumarate,RI,1,30
2014,Roflumilast,RI,1,24
2014,Aclidinium Bromide,RI,2,30
2014,Albuterol Sulfate/Ipratropium Bromide,RI,2,347
2014,Formoterol Fumarate,RI,2,30
2014,Roflumilast,RI,2,22
2014,Aclidinium Bromide,SC,1,198
2014,Albuterol Sulfate/Ipratropium Bromide,SC,1,5731
2014,Arformoterol Tartrate,SC,1,90
2014,Formoterol Fumarate,SC,1,187
2014,Indacaterol Maleate,SC,1,40
2014,Roflumilast,SC,1,207
2014,Aclidinium Bromide,SC,2,473
2014,Albuterol Sulfate/Ipratropium Bromide,SC,2,5418
2014,Arformoterol Tartrate,SC,2,85
2014,Formoterol Fumarate,SC,2,172
2014,Indacaterol Maleate,SC,2,30
2014,Roflumilast,SC,2,243
2014,Aclidinium Bromide,SD,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,SD,1,702
2014,Arformoterol Tartrate,SD,1,105
2014,Formoterol Fumarate,SD,1,40
2014,Roflumilast,SD,1,20
2014,Aclidinium Bromide,SD,2,30
2014,Albuterol Sulfate/Ipratropium Bromide,SD,2,1036
2014,Arformoterol Tartrate,SD,2,231
2014,Formoterol Fumarate,SD,2,40
2014,Roflumilast,SD,2,25
2014,Aclidinium Bromide,TN,1,119
2014,Albuterol Sulfate/Ipratropium Bromide,TN,1,17141
2014,Arformoterol Tartrate,TN,1,1840
2014,Formoterol Fumarate,TN,1,1141
2014,Indacaterol Maleate,TN,1,20
2014,Roflumilast,TN,1,320
2014,Aclidinium Bromide,TN,2,133
2014,Albuterol Sulfate/Ipratropium Bromide,TN,2,17299
2014,Arformoterol Tartrate,TN,2,2148
2014,Formoterol Fumarate,TN,2,1202
2014,Indacaterol Maleate,TN,2,20
2014,Roflumilast,TN,2,324
2014,Aclidinium Bromide,TX,1,20
2014,Albuterol Sulfate/Ipratropium Bromide,TX,1,4032
2014,Formoterol Fumarate,TX,1,322
2014,Indacaterol Maleate,TX,1,10
2014,Roflumilast,TX,1,92
2014,Aclidinium Bromide,TX,2,28
2014,Albuterol Sulfate/Ipratropium Bromide,TX,2,16166
2014,Formoterol Fumarate,TX,2,291
2014,Indacaterol Maleate,TX,2,10
2014,Roflumilast,TX,2,104
2014,Aclidinium Bromide,UT,1,278
2014,Albuterol Sulfate/Ipratropium Bromide,UT,1,3026
2014,Arformoterol Tartrate,UT,1,142
2014,Formoterol Fumarate,UT,1,58
2014,Roflumilast,UT,1,250
2014,Aclidinium Bromide,UT,2,498
2014,Albuterol Sulfate/Ipratropium Bromide,UT,2,2374
2014,Arformoterol Tartrate,UT,2,134
2014,Formoterol Fumarate,UT,2,62
2014,Roflumilast,UT,2,233
2014,Aclidinium Bromide,VA,1,348
