year,gennme,prodnme,state,halfyear,suppression,totalRX
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NY,2,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NY,2,F,23
2013,Arformoterol Tartrate,BROVANA,NY,2,T,0
2013,Arformoterol Tartrate,BROVANA,NY,2,F,1177
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NY,2,F,2322
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NY,2,F,21517
2013,Roflumilast,DALIRESP,NY,2,F,1703
2013,Roflumilast,DALIRESP,NY,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NY,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NY,2,F,17
2013,Formoterol Fumarate,FORADIL AEROLIZER,NY,2,F,1431
2013,Formoterol Fumarate,FORADIL AEROLIZER,NY,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,2,F,22104
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,NY,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,NY,2,F,1105
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NY,2,F,1383
2013,Indacaterol Maleate,ARCAPTA NEOHALER,OH,1,T,0
2013,Arformoterol Tartrate,BROVANA,OH,1,F,1722
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OH,1,F,18714
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OH,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OH,1,F,1710
2013,Roflumilast,DALIRESP,OH,1,F,2195
2013,Roflumilast,DALIRESP,OH,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OH,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OH,1,F,15
2013,Formoterol Fumarate,FORADIL AEROLIZER,OH,1,F,1104
2013,Formoterol Fumarate,FORADIL AEROLIZER,OH,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,1,F,23074
2013,Formoterol Fumarate,PERFOROMIST,OH,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,OH,1,F,998
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OH,1,F,228
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OH,1,T,0
2013,Arformoterol Tartrate,BROVANA,OH,2,F,1703
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OH,2,F,402
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OH,2,F,13204
2013,Roflumilast,DALIRESP,OH,2,F,2468
2013,Roflumilast,DALIRESP,OH,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OH,2,F,13
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OH,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,OH,2,F,1039
2013,Formoterol Fumarate,FORADIL AEROLIZER,OH,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,2,F,24394
2013,Formoterol Fumarate,PERFOROMIST,OH,2,F,939
2013,Formoterol Fumarate,PERFOROMIST,OH,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OH,2,F,1066
2013,Arformoterol Tartrate,BROVANA,OK,1,F,880
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OK,1,F,2417
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OK,1,F,566
2013,Roflumilast,DALIRESP,OK,1,F,155
2013,Roflumilast,DALIRESP,OK,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OK,1,F,85
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OK,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,OK,1,F,97
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,1,F,9201
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,OK,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,OK,1,F,62
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OK,1,F,77
2013,Arformoterol Tartrate,BROVANA,OK,2,F,1004
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OK,2,F,30
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OK,2,F,2482
2013,Roflumilast,DALIRESP,OK,2,F,148
2013,Roflumilast,DALIRESP,OK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OK,2,F,55
2013,Formoterol Fumarate,FORADIL AEROLIZER,OK,2,F,101
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,2,F,8685
2013,Formoterol Fumarate,PERFOROMIST,OK,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OK,2,F,41
2013,Indacaterol Maleate,ARCAPTA NEOHALER,OR,1,T,0
2013,Arformoterol Tartrate,BROVANA,OR,1,T,0
2013,Arformoterol Tartrate,BROVANA,OR,1,F,136
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OR,1,F,7791
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OR,1,F,377
2013,Roflumilast,DALIRESP,OR,1,T,0
2013,Roflumilast,DALIRESP,OR,1,F,45
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OR,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OR,1,F,82
2013,Formoterol Fumarate,FORADIL AEROLIZER,OR,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,OR,1,F,176
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,1,F,4748
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,OR,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,OR,1,F,19
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OR,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OR,1,F,13
2013,Arformoterol Tartrate,BROVANA,OR,2,T,0
2013,Arformoterol Tartrate,BROVANA,OR,2,F,95
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OR,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,OR,2,F,674
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OR,2,F,4148
2013,Roflumilast,DALIRESP,OR,2,T,0
2013,Roflumilast,DALIRESP,OR,2,F,80
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OR,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,OR,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,OR,2,F,151
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,2,F,3608
2013,Formoterol Fumarate,PERFOROMIST,OR,2,F,31
2013,Aclidinium Bromide,TUDORZA PRESSAIR,OR,2,F,55
2013,Indacaterol Maleate,ARCAPTA NEOHALER,PA,1,T,0
2013,Arformoterol Tartrate,BROVANA,PA,1,F,531
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,PA,1,F,11490
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,PA,1,F,899
2013,Roflumilast,DALIRESP,PA,1,T,0
2013,Roflumilast,DALIRESP,PA,1,F,813
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,1,F,1365
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,PA,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,PA,1,F,166
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,1,F,5255
2013,Formoterol Fumarate,PERFOROMIST,PA,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,PA,1,F,154
2013,Aclidinium Bromide,TUDORZA PRESSAIR,PA,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,PA,1,F,87
2013,Indacaterol Maleate,ARCAPTA NEOHALER,PA,2,T,0
2013,Arformoterol Tartrate,BROVANA,PA,2,F,648
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,PA,2,F,2137
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,PA,2,F,9346
2013,Roflumilast,DALIRESP,PA,2,T,0
2013,Roflumilast,DALIRESP,PA,2,F,1024
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,2,F,133
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,PA,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,PA,2,F,142
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,2,F,8421
2013,Formoterol Fumarate,PERFOROMIST,PA,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,PA,2,F,177
2013,Aclidinium Bromide,TUDORZA PRESSAIR,PA,2,F,1019
2013,Aclidinium Bromide,TUDORZA PRESSAIR,PA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,RI,1,F,244
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,RI,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,RI,1,F,43
2013,Roflumilast,DALIRESP,RI,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,RI,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,1,F,199
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,RI,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,RI,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,RI,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,RI,2,F,196
2013,Roflumilast,DALIRESP,RI,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,RI,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,2,F,176
2013,Formoterol Fumarate,PERFOROMIST,RI,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,RI,2,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,SC,1,T,0
2013,Arformoterol Tartrate,BROVANA,SC,1,T,0
2013,Arformoterol Tartrate,BROVANA,SC,1,F,54
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,1,F,2838
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SC,1,F,428
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SC,1,T,0
2013,Roflumilast,DALIRESP,SC,1,F,233
2013,Roflumilast,DALIRESP,SC,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,SC,1,F,58
2013,Formoterol Fumarate,FORADIL AEROLIZER,SC,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,1,F,3428
2013,Formoterol Fumarate,PERFOROMIST,SC,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,SC,1,F,95
2013,Aclidinium Bromide,TUDORZA PRESSAIR,SC,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,SC,1,F,20
2013,Indacaterol Maleate,ARCAPTA NEOHALER,SC,2,T,0
2013,Arformoterol Tartrate,BROVANA,SC,2,T,0
2013,Arformoterol Tartrate,BROVANA,SC,2,F,22
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,2,F,53
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SC,2,F,2455
2013,Roflumilast,DALIRESP,SC,2,F,261
2013,Roflumilast,DALIRESP,SC,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,SC,2,F,74
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,2,F,3101
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,SC,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,SC,2,F,97
2013,Aclidinium Bromide,TUDORZA PRESSAIR,SC,2,F,34
2013,Aclidinium Bromide,TUDORZA PRESSAIR,SC,2,T,0
2013,Arformoterol Tartrate,BROVANA,SD,1,F,122
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SD,1,T,0
2013,Roflumilast,DALIRESP,SD,1,F,40
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,1,F,15
2013,Formoterol Fumarate,FORADIL AEROLIZER,SD,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,1,F,871
2013,Formoterol Fumarate,PERFOROMIST,SD,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,SD,1,T,0
2013,Arformoterol Tartrate,BROVANA,SD,2,T,0
2013,Arformoterol Tartrate,BROVANA,SD,2,F,46
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SD,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SD,2,T,0
2013,Roflumilast,DALIRESP,SD,2,F,38
2013,Roflumilast,DALIRESP,SD,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,2,F,34
2013,Formoterol Fumarate,FORADIL AEROLIZER,SD,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,2,F,732
2013,Formoterol Fumarate,PERFOROMIST,SD,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,SD,2,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,TN,1,T,0
2013,Arformoterol Tartrate,BROVANA,TN,1,T,0
2013,Arformoterol Tartrate,BROVANA,TN,1,F,1626
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TN,1,F,5011
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TN,1,F,1383
2013,Roflumilast,DALIRESP,TN,1,F,173
2013,Roflumilast,DALIRESP,TN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,1,F,16
2013,Formoterol Fumarate,FORADIL AEROLIZER,TN,1,F,365
2013,Formoterol Fumarate,FORADIL AEROLIZER,TN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,1,F,11191
2013,Formoterol Fumarate,PERFOROMIST,TN,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,TN,1,F,892
2013,Aclidinium Bromide,TUDORZA PRESSAIR,TN,1,F,26
2013,Aclidinium Bromide,TUDORZA PRESSAIR,TN,1,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,TN,2,T,0
2013,Arformoterol Tartrate,BROVANA,TN,2,F,1604
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TN,2,F,106
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TN,2,F,5285
2013,Roflumilast,DALIRESP,TN,2,F,260
2013,Roflumilast,DALIRESP,TN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,2,F,18
2013,Formoterol Fumarate,FORADIL AEROLIZER,TN,2,F,314
2013,Formoterol Fumarate,FORADIL AEROLIZER,TN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,2,F,10646
2013,Formoterol Fumarate,PERFOROMIST,TN,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,TN,2,F,837
2013,Aclidinium Bromide,TUDORZA PRESSAIR,TN,2,F,93
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,1,F,520
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TX,1,F,139
2013,Roflumilast,DALIRESP,TX,1,F,86
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,1,F,78
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,TX,1,F,210
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,1,F,10843
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,TX,1,F,184
2013,Aclidinium Bromide,TUDORZA PRESSAIR,TX,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,TX,1,F,14
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,TX,2,F,19
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TX,2,F,555
2013,Roflumilast,DALIRESP,TX,2,F,88
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,TX,2,F,210
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,2,F,6790
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,TX,2,F,154
2013,Aclidinium Bromide,TUDORZA PRESSAIR,TX,2,T,0
2013,Arformoterol Tartrate,BROVANA,UT,1,T,0
2013,Arformoterol Tartrate,BROVANA,UT,1,F,94
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,1,F,713
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,UT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,UT,1,F,156
2013,Roflumilast,DALIRESP,UT,1,F,236
2013,Roflumilast,DALIRESP,UT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,1,F,255
2013,Formoterol Fumarate,FORADIL AEROLIZER,UT,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,UT,1,F,12
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,1,F,881
2013,Formoterol Fumarate,PERFOROMIST,UT,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,UT,1,F,14
2013,Aclidinium Bromide,TUDORZA PRESSAIR,UT,1,F,35
2013,Aclidinium Bromide,TUDORZA PRESSAIR,UT,1,T,0
2013,Arformoterol Tartrate,BROVANA,UT,2,T,0
2013,Arformoterol Tartrate,BROVANA,UT,2,F,84
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,UT,2,F,104
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,UT,2,F,772
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,UT,2,T,0
2013,Roflumilast,DALIRESP,UT,2,F,212
2013,Roflumilast,DALIRESP,UT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,UT,2,F,194
2013,Formoterol Fumarate,FORADIL AEROLIZER,UT,2,F,42
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,UT,2,F,1429
2013,Formoterol Fumarate,PERFOROMIST,UT,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,UT,2,F,27
2013,Aclidinium Bromide,TUDORZA PRESSAIR,UT,2,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,UT,2,F,49
2013,Indacaterol Maleate,ARCAPTA NEOHALER,VA,1,T,0
2013,Arformoterol Tartrate,BROVANA,VA,1,T,0
2013,Arformoterol Tartrate,BROVANA,VA,1,F,720
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,1,F,5483
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VA,1,F,579
2013,Roflumilast,DALIRESP,VA,1,F,379
2013,Roflumilast,DALIRESP,VA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,1,F,392
2013,Formoterol Fumarate,FORADIL AEROLIZER,VA,1,F,153
2013,Formoterol Fumarate,FORADIL AEROLIZER,VA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,1,F,11914
2013,Formoterol Fumarate,PERFOROMIST,VA,1,T,0
2013,Formoterol Fumarate,PERFOROMIST,VA,1,F,342
2013,Aclidinium Bromide,TUDORZA PRESSAIR,VA,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,VA,1,F,114
2013,Arformoterol Tartrate,BROVANA,VA,2,T,0
2013,Arformoterol Tartrate,BROVANA,VA,2,F,1019
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VA,2,F,164
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VA,2,F,4507
2013,Roflumilast,DALIRESP,VA,2,F,456
2013,Roflumilast,DALIRESP,VA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,2,F,306
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VA,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,VA,2,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,VA,2,F,155
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VA,2,F,12260
2013,Formoterol Fumarate,PERFOROMIST,VA,2,T,0
2013,Formoterol Fumarate,PERFOROMIST,VA,2,F,447
2013,Aclidinium Bromide,TUDORZA PRESSAIR,VA,2,F,236
2013,Aclidinium Bromide,TUDORZA PRESSAIR,VA,2,T,0
2013,Arformoterol Tartrate,BROVANA,VT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,1,F,734
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VT,1,F,134
2013,Roflumilast,DALIRESP,VT,1,F,86
2013,Roflumilast,DALIRESP,VT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,VT,1,T,0
2013,Formoterol Fumarate,FORADIL AEROLIZER,VT,1,F,27
2013,Formoterol Fumarate,FORADIL AEROLIZER,VT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,1,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,VT,1,F,1494
2013,Formoterol Fumarate,PERFOROMIST,VT,1,T,0
2013,Aclidinium Bromide,TUDORZA PRESSAIR,VT,1,T,0
2013,Indacaterol Maleate,ARCAPTA NEOHALER,VT,2,T,0
2013,Arformoterol Tartrate,BROVANA,VT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,2,T,0
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,VT,2,F,16
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,VT,2,F,770
