year,gennme,state,halfyear,suppression,totalRX
2014,Albuterol Sulfate/Ipratropium Bromide,KY,1,F,12295
2014,Arformoterol Tartrate,KY,1,T,0
2014,Formoterol Fumarate,KY,1,T,0
2014,Formoterol Fumarate,KY,1,F,32
2014,Roflumilast,KY,1,F,1359
2014,Roflumilast,KY,1,T,0
2014,Aclidinium Bromide,KY,2,T,0
2014,Aclidinium Bromide,KY,2,F,5857
2014,Albuterol Sulfate/Ipratropium Bromide,KY,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,KY,2,F,17877
2014,Arformoterol Tartrate,KY,2,F,39
2014,Arformoterol Tartrate,KY,2,T,0
2014,Formoterol Fumarate,KY,2,F,411
2014,Formoterol Fumarate,KY,2,T,0
2014,Roflumilast,KY,2,F,1800
2014,Roflumilast,KY,2,T,0
2014,Aclidinium Bromide,LA,1,T,0
2014,Aclidinium Bromide,LA,1,F,264
2014,Albuterol Sulfate/Ipratropium Bromide,LA,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,LA,1,F,9355
2014,Arformoterol Tartrate,LA,1,T,0
2014,Arformoterol Tartrate,LA,1,F,60
2014,Formoterol Fumarate,LA,1,F,114
2014,Formoterol Fumarate,LA,1,T,0
2014,Roflumilast,LA,1,F,732
2014,Roflumilast,LA,1,T,0
2014,Aclidinium Bromide,LA,2,T,0
2014,Aclidinium Bromide,LA,2,F,292
2014,Albuterol Sulfate/Ipratropium Bromide,LA,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,LA,2,F,8059
2014,Arformoterol Tartrate,LA,2,T,0
2014,Arformoterol Tartrate,LA,2,F,108
2014,Formoterol Fumarate,LA,2,T,0
2014,Formoterol Fumarate,LA,2,F,37
2014,Roflumilast,LA,2,F,589
2014,Roflumilast,LA,2,T,0
2014,Aclidinium Bromide,MA,1,T,0
2014,Aclidinium Bromide,MA,1,F,537
2014,Albuterol Sulfate/Ipratropium Bromide,MA,1,F,13396
2014,Albuterol Sulfate/Ipratropium Bromide,MA,1,T,0
2014,Arformoterol Tartrate,MA,1,F,208
2014,Arformoterol Tartrate,MA,1,T,0
2014,Formoterol Fumarate,MA,1,F,363
2014,Formoterol Fumarate,MA,1,T,0
2014,Indacaterol Maleate,MA,1,T,0
2014,Roflumilast,MA,1,F,386
2014,Roflumilast,MA,1,T,0
2014,Aclidinium Bromide,MA,2,T,0
2014,Aclidinium Bromide,MA,2,F,639
2014,Albuterol Sulfate/Ipratropium Bromide,MA,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MA,2,F,11812
2014,Arformoterol Tartrate,MA,2,F,242
2014,Arformoterol Tartrate,MA,2,T,0
2014,Formoterol Fumarate,MA,2,F,445
2014,Formoterol Fumarate,MA,2,T,0
2014,Indacaterol Maleate,MA,2,T,0
2014,Roflumilast,MA,2,F,402
2014,Roflumilast,MA,2,T,0
2014,Aclidinium Bromide,MD,1,T,0
2014,Aclidinium Bromide,MD,1,F,180
2014,Albuterol Sulfate/Ipratropium Bromide,MD,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MD,1,F,14446
2014,Arformoterol Tartrate,MD,1,T,0
2014,Formoterol Fumarate,MD,1,T,0
2014,Formoterol Fumarate,MD,1,F,334
2014,Roflumilast,MD,1,T,0
2014,Roflumilast,MD,1,F,94
2014,Aclidinium Bromide,MD,2,T,0
2014,Aclidinium Bromide,MD,2,F,324
2014,Albuterol Sulfate/Ipratropium Bromide,MD,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MD,2,F,14597
2014,Arformoterol Tartrate,MD,2,T,0
2014,Formoterol Fumarate,MD,2,F,357
2014,Formoterol Fumarate,MD,2,T,0
2014,Roflumilast,MD,2,T,0
2014,Roflumilast,MD,2,F,143
2014,Aclidinium Bromide,ME,1,F,45
2014,Albuterol Sulfate/Ipratropium Bromide,ME,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,ME,1,F,3623
2014,Arformoterol Tartrate,ME,1,F,83
2014,Formoterol Fumarate,ME,1,F,141
2014,Formoterol Fumarate,ME,1,T,0
2014,Indacaterol Maleate,ME,1,T,0
2014,Roflumilast,ME,1,F,130
2014,Aclidinium Bromide,ME,2,F,55
2014,Albuterol Sulfate/Ipratropium Bromide,ME,2,F,3996
2014,Albuterol Sulfate/Ipratropium Bromide,ME,2,T,0
2014,Arformoterol Tartrate,ME,2,F,103
2014,Formoterol Fumarate,ME,2,F,148
2014,Formoterol Fumarate,ME,2,T,0
2014,Indacaterol Maleate,ME,2,T,0
2014,Roflumilast,ME,2,F,159
2014,Roflumilast,ME,2,T,0
2014,Aclidinium Bromide,MI,1,T,0
2014,Aclidinium Bromide,MI,1,F,1037
2014,Albuterol Sulfate/Ipratropium Bromide,MI,1,F,12800
2014,Albuterol Sulfate/Ipratropium Bromide,MI,1,T,0
2014,Arformoterol Tartrate,MI,1,T,0
2014,Arformoterol Tartrate,MI,1,F,183
2014,Formoterol Fumarate,MI,1,F,378
2014,Formoterol Fumarate,MI,1,T,0
2014,Indacaterol Maleate,MI,1,T,0
2014,Roflumilast,MI,1,T,0
2014,Roflumilast,MI,1,F,339
2014,Aclidinium Bromide,MI,2,F,5200
2014,Albuterol Sulfate/Ipratropium Bromide,MI,2,F,14229
2014,Albuterol Sulfate/Ipratropium Bromide,MI,2,T,0
2014,Arformoterol Tartrate,MI,2,F,185
2014,Arformoterol Tartrate,MI,2,T,0
2014,Formoterol Fumarate,MI,2,F,400
2014,Formoterol Fumarate,MI,2,T,0
2014,Indacaterol Maleate,MI,2,T,0
2014,Roflumilast,MI,2,T,0
2014,Roflumilast,MI,2,F,417
2014,Aclidinium Bromide,MN,1,T,0
2014,Aclidinium Bromide,MN,1,F,104
2014,Albuterol Sulfate/Ipratropium Bromide,MN,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MN,1,F,17832
2014,Arformoterol Tartrate,MN,1,T,0
2014,Arformoterol Tartrate,MN,1,F,794
2014,Formoterol Fumarate,MN,1,F,472
2014,Formoterol Fumarate,MN,1,T,0
2014,Indacaterol Maleate,MN,1,T,0
2014,Roflumilast,MN,1,F,145
2014,Roflumilast,MN,1,T,0
2014,Aclidinium Bromide,MN,2,F,129
2014,Albuterol Sulfate/Ipratropium Bromide,MN,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MN,2,F,20113
2014,Arformoterol Tartrate,MN,2,T,0
2014,Arformoterol Tartrate,MN,2,F,815
2014,Formoterol Fumarate,MN,2,F,556
2014,Formoterol Fumarate,MN,2,T,0
2014,Roflumilast,MN,2,F,161
2014,Roflumilast,MN,2,T,0
2014,Aclidinium Bromide,MO,1,T,0
2014,Aclidinium Bromide,MO,1,F,481
2014,Albuterol Sulfate/Ipratropium Bromide,MO,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MO,1,F,21571
2014,Arformoterol Tartrate,MO,1,F,312
2014,Formoterol Fumarate,MO,1,F,1083
2014,Formoterol Fumarate,MO,1,T,0
2014,Roflumilast,MO,1,F,2379
2014,Aclidinium Bromide,MO,2,T,0
2014,Aclidinium Bromide,MO,2,F,459
2014,Albuterol Sulfate/Ipratropium Bromide,MO,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MO,2,F,21873
2014,Arformoterol Tartrate,MO,2,F,329
2014,Formoterol Fumarate,MO,2,F,1030
2014,Formoterol Fumarate,MO,2,T,0
2014,Indacaterol Maleate,MO,2,T,0
2014,Roflumilast,MO,2,F,2491
2014,Aclidinium Bromide,MS,1,T,0
2014,Aclidinium Bromide,MS,1,F,30
2014,Albuterol Sulfate/Ipratropium Bromide,MS,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MS,1,F,3825
2014,Arformoterol Tartrate,MS,1,T,0
2014,Formoterol Fumarate,MS,1,F,90
2014,Formoterol Fumarate,MS,1,T,0
2014,Roflumilast,MS,1,T,0
2014,Roflumilast,MS,1,F,60
2014,Aclidinium Bromide,MS,2,T,0
2014,Aclidinium Bromide,MS,2,F,53
2014,Albuterol Sulfate/Ipratropium Bromide,MS,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MS,2,F,3775
2014,Arformoterol Tartrate,MS,2,T,0
2014,Formoterol Fumarate,MS,2,F,90
2014,Formoterol Fumarate,MS,2,T,0
2014,Roflumilast,MS,2,F,100
2014,Roflumilast,MS,2,T,0
2014,Aclidinium Bromide,MT,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MT,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MT,1,F,2726
2014,Arformoterol Tartrate,MT,1,T,0
2014,Arformoterol Tartrate,MT,1,F,165
2014,Formoterol Fumarate,MT,1,F,155
2014,Formoterol Fumarate,MT,1,T,0
2014,Indacaterol Maleate,MT,1,T,0
2014,Roflumilast,MT,1,F,39
2014,Roflumilast,MT,1,T,0
2014,Aclidinium Bromide,MT,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,MT,2,F,2718
2014,Albuterol Sulfate/Ipratropium Bromide,MT,2,T,0
2014,Arformoterol Tartrate,MT,2,T,0
2014,Arformoterol Tartrate,MT,2,F,197
2014,Formoterol Fumarate,MT,2,F,144
2014,Formoterol Fumarate,MT,2,T,0
2014,Indacaterol Maleate,MT,2,T,0
2014,Roflumilast,MT,2,F,40
2014,Aclidinium Bromide,NC,1,T,0
2014,Aclidinium Bromide,NC,1,F,296
2014,Albuterol Sulfate/Ipratropium Bromide,NC,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NC,1,F,14693
2014,Arformoterol Tartrate,NC,1,F,214
2014,Formoterol Fumarate,NC,1,F,337
2014,Formoterol Fumarate,NC,1,T,0
2014,Roflumilast,NC,1,F,1182
2014,Roflumilast,NC,1,T,0
2014,Aclidinium Bromide,NC,2,T,0
2014,Aclidinium Bromide,NC,2,F,392
2014,Albuterol Sulfate/Ipratropium Bromide,NC,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NC,2,F,18321
2014,Arformoterol Tartrate,NC,2,F,343
2014,Formoterol Fumarate,NC,2,F,533
2014,Roflumilast,NC,2,F,1359
2014,Roflumilast,NC,2,T,0
2014,Aclidinium Bromide,NE,1,T,0
2014,Aclidinium Bromide,NE,1,F,42
2014,Albuterol Sulfate/Ipratropium Bromide,NE,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NE,1,F,3161
2014,Arformoterol Tartrate,NE,1,F,224
2014,Arformoterol Tartrate,NE,1,T,0
2014,Formoterol Fumarate,NE,1,T,0
2014,Formoterol Fumarate,NE,1,F,16
2014,Roflumilast,NE,1,F,87
2014,Roflumilast,NE,1,T,0
2014,Aclidinium Bromide,NE,2,F,62
2014,Albuterol Sulfate/Ipratropium Bromide,NE,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NE,2,F,2298
2014,Arformoterol Tartrate,NE,2,T,0
2014,Arformoterol Tartrate,NE,2,F,196
2014,Formoterol Fumarate,NE,2,T,0
2014,Formoterol Fumarate,NE,2,F,12
2014,Roflumilast,NE,2,T,0
2014,Roflumilast,NE,2,F,123
2014,Aclidinium Bromide,NH,1,T,0
2014,Aclidinium Bromide,NH,1,F,14
2014,Albuterol Sulfate/Ipratropium Bromide,NH,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NH,1,F,2526
2014,Arformoterol Tartrate,NH,1,T,0
2014,Arformoterol Tartrate,NH,1,F,56
2014,Formoterol Fumarate,NH,1,T,0
2014,Formoterol Fumarate,NH,1,F,12
2014,Roflumilast,NH,1,T,0
2014,Roflumilast,NH,1,F,34
2014,Aclidinium Bromide,NH,2,T,0
2014,Aclidinium Bromide,NH,2,F,36
2014,Albuterol Sulfate/Ipratropium Bromide,NH,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NH,2,F,2960
2014,Arformoterol Tartrate,NH,2,T,0
2014,Arformoterol Tartrate,NH,2,F,72
2014,Formoterol Fumarate,NH,2,T,0
2014,Roflumilast,NH,2,T,0
2014,Roflumilast,NH,2,F,49
2014,Aclidinium Bromide,NJ,1,T,0
2014,Aclidinium Bromide,NJ,1,F,980
2014,Albuterol Sulfate/Ipratropium Bromide,NJ,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NJ,1,F,12712
2014,Arformoterol Tartrate,NJ,1,T,0
2014,Arformoterol Tartrate,NJ,1,F,259
2014,Formoterol Fumarate,NJ,1,T,0
2014,Formoterol Fumarate,NJ,1,F,458
2014,Roflumilast,NJ,1,F,355
2014,Roflumilast,NJ,1,T,0
2014,Aclidinium Bromide,NJ,2,T,0
2014,Aclidinium Bromide,NJ,2,F,1161
2014,Albuterol Sulfate/Ipratropium Bromide,NJ,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NJ,2,F,11707
2014,Arformoterol Tartrate,NJ,2,T,0
2014,Arformoterol Tartrate,NJ,2,F,142
2014,Formoterol Fumarate,NJ,2,F,402
2014,Formoterol Fumarate,NJ,2,T,0
2014,Roflumilast,NJ,2,F,294
2014,Roflumilast,NJ,2,T,0
2014,Aclidinium Bromide,NM,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NM,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NM,1,F,1197
2014,Arformoterol Tartrate,NM,1,T,0
2014,Formoterol Fumarate,NM,1,T,0
2014,Roflumilast,NM,1,T,0
2014,Roflumilast,NM,1,F,19
2014,Aclidinium Bromide,NM,2,F,697
2014,Aclidinium Bromide,NM,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NM,2,F,5017
2014,Albuterol Sulfate/Ipratropium Bromide,NM,2,T,0
2014,Arformoterol Tartrate,NM,2,T,0
2014,Formoterol Fumarate,NM,2,F,158
2014,Formoterol Fumarate,NM,2,T,0
2014,Roflumilast,NM,2,F,87
2014,Roflumilast,NM,2,T,0
2014,Aclidinium Bromide,NV,1,T,0
2014,Aclidinium Bromide,NV,1,F,225
2014,Albuterol Sulfate/Ipratropium Bromide,NV,1,F,3802
2014,Albuterol Sulfate/Ipratropium Bromide,NV,1,T,0
2014,Arformoterol Tartrate,NV,1,T,0
2014,Arformoterol Tartrate,NV,1,F,42
2014,Formoterol Fumarate,NV,1,F,90
2014,Formoterol Fumarate,NV,1,T,0
2014,Indacaterol Maleate,NV,1,T,0
2014,Roflumilast,NV,1,T,0
2014,Roflumilast,NV,1,F,303
2014,Aclidinium Bromide,NV,2,F,226
2014,Albuterol Sulfate/Ipratropium Bromide,NV,2,F,4345
2014,Albuterol Sulfate/Ipratropium Bromide,NV,2,T,0
2014,Arformoterol Tartrate,NV,2,T,0
2014,Formoterol Fumarate,NV,2,F,100
2014,Formoterol Fumarate,NV,2,T,0
2014,Indacaterol Maleate,NV,2,T,0
2014,Roflumilast,NV,2,F,262
2014,Roflumilast,NV,2,T,0
2014,Aclidinium Bromide,NY,1,T,0
2014,Aclidinium Bromide,NY,1,F,2543
2014,Albuterol Sulfate/Ipratropium Bromide,NY,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,NY,1,F,51972
2014,Arformoterol Tartrate,NY,1,F,1571
2014,Formoterol Fumarate,NY,1,F,3107
2014,Formoterol Fumarate,NY,1,T,0
2014,Indacaterol Maleate,NY,1,T,0
2014,Indacaterol Maleate,NY,1,F,48
2014,Roflumilast,NY,1,F,1657
2014,Roflumilast,NY,1,T,0
2014,Aclidinium Bromide,NY,2,T,0
2014,Aclidinium Bromide,NY,2,F,2961
2014,Albuterol Sulfate/Ipratropium Bromide,NY,2,F,49719
2014,Albuterol Sulfate/Ipratropium Bromide,NY,2,T,0
2014,Arformoterol Tartrate,NY,2,F,1776
2014,Formoterol Fumarate,NY,2,F,3191
2014,Formoterol Fumarate,NY,2,T,0
2014,Indacaterol Maleate,NY,2,T,0
2014,Roflumilast,NY,2,F,1760
2014,Roflumilast,NY,2,T,0
2014,Aclidinium Bromide,OH,1,T,0
2014,Aclidinium Bromide,OH,1,F,2692
2014,Albuterol Sulfate/Ipratropium Bromide,OH,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,OH,1,F,39557
2014,Arformoterol Tartrate,OH,1,F,1743
2014,Arformoterol Tartrate,OH,1,T,0
2014,Formoterol Fumarate,OH,1,F,1869
2014,Formoterol Fumarate,OH,1,T,0
2014,Indacaterol Maleate,OH,1,T,0
2014,Roflumilast,OH,1,F,2718
2014,Roflumilast,OH,1,T,0
2014,Aclidinium Bromide,OH,2,T,0
2014,Aclidinium Bromide,OH,2,F,7986
2014,Albuterol Sulfate/Ipratropium Bromide,OH,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,OH,2,F,40100
2014,Arformoterol Tartrate,OH,2,T,0
2014,Arformoterol Tartrate,OH,2,F,1438
2014,Formoterol Fumarate,OH,2,F,2071
2014,Indacaterol Maleate,OH,2,T,0
2014,Roflumilast,OH,2,F,2992
2014,Roflumilast,OH,2,T,0
2014,Aclidinium Bromide,OK,1,F,40
2014,Albuterol Sulfate/Ipratropium Bromide,OK,1,F,11358
2014,Albuterol Sulfate/Ipratropium Bromide,OK,1,T,0
2014,Arformoterol Tartrate,OK,1,F,1159
2014,Formoterol Fumarate,OK,1,F,116
2014,Formoterol Fumarate,OK,1,T,0
2014,Roflumilast,OK,1,F,124
2014,Aclidinium Bromide,OK,2,T,0
2014,Aclidinium Bromide,OK,2,F,33
2014,Albuterol Sulfate/Ipratropium Bromide,OK,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,OK,2,F,9208
2014,Arformoterol Tartrate,OK,2,F,747
2014,Formoterol Fumarate,OK,2,F,107
2014,Formoterol Fumarate,OK,2,T,0
2014,Roflumilast,OK,2,F,137
2014,Roflumilast,OK,2,T,0
2014,Aclidinium Bromide,OR,1,T,0
2014,Aclidinium Bromide,OR,1,F,320
2014,Albuterol Sulfate/Ipratropium Bromide,OR,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,OR,1,F,12920
2014,Arformoterol Tartrate,OR,1,T,0
2014,Arformoterol Tartrate,OR,1,F,135
2014,Formoterol Fumarate,OR,1,T,0
2014,Formoterol Fumarate,OR,1,F,206
2014,Indacaterol Maleate,OR,1,T,0
2014,Roflumilast,OR,1,T,0
2014,Roflumilast,OR,1,F,140
2014,Aclidinium Bromide,OR,2,T,0
2014,Aclidinium Bromide,OR,2,F,512
2014,Albuterol Sulfate/Ipratropium Bromide,OR,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,OR,2,F,11804
2014,Arformoterol Tartrate,OR,2,T,0
2014,Arformoterol Tartrate,OR,2,F,174
2014,Formoterol Fumarate,OR,2,T,0
2014,Formoterol Fumarate,OR,2,F,199
2014,Indacaterol Maleate,OR,2,T,0
2014,Roflumilast,OR,2,T,0
2014,Roflumilast,OR,2,F,135
2014,Aclidinium Bromide,PA,1,T,0
2014,Aclidinium Bromide,PA,1,F,1952
2014,Albuterol Sulfate/Ipratropium Bromide,PA,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,PA,1,F,19722
2014,Arformoterol Tartrate,PA,1,F,505
2014,Formoterol Fumarate,PA,1,F,329
2014,Formoterol Fumarate,PA,1,T,0
2014,Indacaterol Maleate,PA,1,T,0
2014,Roflumilast,PA,1,T,0
2014,Roflumilast,PA,1,F,1119
2014,Aclidinium Bromide,PA,2,T,0
2014,Aclidinium Bromide,PA,2,F,2614
2014,Albuterol Sulfate/Ipratropium Bromide,PA,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,PA,2,F,19827
2014,Arformoterol Tartrate,PA,2,F,547
2014,Formoterol Fumarate,PA,2,T,0
2014,Formoterol Fumarate,PA,2,F,334
2014,Indacaterol Maleate,PA,2,T,0
2014,Roflumilast,PA,2,T,0
2014,Roflumilast,PA,2,F,1327
2014,Aclidinium Bromide,RI,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,RI,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,RI,1,F,328
2014,Formoterol Fumarate,RI,1,T,0
2014,Roflumilast,RI,1,T,0
2014,Roflumilast,RI,1,F,14
2014,Aclidinium Bromide,RI,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,RI,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,RI,2,F,287
2014,Formoterol Fumarate,RI,2,T,0
2014,Roflumilast,RI,2,T,0
2014,Roflumilast,RI,2,F,12
2014,Aclidinium Bromide,SC,1,T,0
2014,Aclidinium Bromide,SC,1,F,158
2014,Albuterol Sulfate/Ipratropium Bromide,SC,1,F,5301
2014,Albuterol Sulfate/Ipratropium Bromide,SC,1,T,0
2014,Arformoterol Tartrate,SC,1,T,0
2014,Arformoterol Tartrate,SC,1,F,20
2014,Formoterol Fumarate,SC,1,F,107
2014,Formoterol Fumarate,SC,1,T,0
2014,Indacaterol Maleate,SC,1,T,0
2014,Roflumilast,SC,1,F,207
2014,Aclidinium Bromide,SC,2,T,0
2014,Aclidinium Bromide,SC,2,F,433
2014,Albuterol Sulfate/Ipratropium Bromide,SC,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,SC,2,F,5078
2014,Arformoterol Tartrate,SC,2,T,0
2014,Arformoterol Tartrate,SC,2,F,15
2014,Formoterol Fumarate,SC,2,T,0
2014,Formoterol Fumarate,SC,2,F,102
2014,Indacaterol Maleate,SC,2,T,0
2014,Roflumilast,SC,2,F,223
2014,Roflumilast,SC,2,T,0
2014,Aclidinium Bromide,SD,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,SD,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,SD,1,F,422
2014,Arformoterol Tartrate,SD,1,T,0
2014,Arformoterol Tartrate,SD,1,F,85
2014,Formoterol Fumarate,SD,1,T,0
2014,Roflumilast,SD,1,T,0
2014,Aclidinium Bromide,SD,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,SD,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,SD,2,F,796
2014,Arformoterol Tartrate,SD,2,T,0
2014,Arformoterol Tartrate,SD,2,F,211
2014,Formoterol Fumarate,SD,2,T,0
2014,Roflumilast,SD,2,T,0
2014,Roflumilast,SD,2,F,15
2014,Aclidinium Bromide,TN,1,T,0
2014,Aclidinium Bromide,TN,1,F,109
2014,Albuterol Sulfate/Ipratropium Bromide,TN,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,TN,1,F,16761
2014,Arformoterol Tartrate,TN,1,F,1810
2014,Arformoterol Tartrate,TN,1,T,0
2014,Formoterol Fumarate,TN,1,F,1131
2014,Formoterol Fumarate,TN,1,T,0
2014,Indacaterol Maleate,TN,1,T,0
2014,Roflumilast,TN,1,F,310
2014,Roflumilast,TN,1,T,0
2014,Aclidinium Bromide,TN,2,F,133
2014,Albuterol Sulfate/Ipratropium Bromide,TN,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,TN,2,F,16939
2014,Arformoterol Tartrate,TN,2,F,2128
2014,Arformoterol Tartrate,TN,2,T,0
2014,Formoterol Fumarate,TN,2,F,1162
2014,Formoterol Fumarate,TN,2,T,0
2014,Indacaterol Maleate,TN,2,T,0
2014,Roflumilast,TN,2,F,304
2014,Roflumilast,TN,2,T,0
2014,Aclidinium Bromide,TX,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,TX,1,F,3922
2014,Albuterol Sulfate/Ipratropium Bromide,TX,1,T,0
2014,Formoterol Fumarate,TX,1,F,322
2014,Indacaterol Maleate,TX,1,T,0
2014,Roflumilast,TX,1,F,92
2014,Aclidinium Bromide,TX,2,F,28
2014,Albuterol Sulfate/Ipratropium Bromide,TX,2,F,15996
2014,Albuterol Sulfate/Ipratropium Bromide,TX,2,T,0
2014,Formoterol Fumarate,TX,2,F,291
2014,Indacaterol Maleate,TX,2,T,0
2014,Roflumilast,TX,2,F,104
2014,Aclidinium Bromide,UT,1,F,258
2014,Aclidinium Bromide,UT,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,UT,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,UT,1,F,2676
2014,Arformoterol Tartrate,UT,1,T,0
2014,Arformoterol Tartrate,UT,1,F,102
2014,Formoterol Fumarate,UT,1,T,0
2014,Formoterol Fumarate,UT,1,F,18
2014,Roflumilast,UT,1,F,220
2014,Roflumilast,UT,1,T,0
2014,Aclidinium Bromide,UT,2,T,0
2014,Aclidinium Bromide,UT,2,F,468
2014,Albuterol Sulfate/Ipratropium Bromide,UT,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,UT,2,F,2004
2014,Arformoterol Tartrate,UT,2,T,0
2014,Arformoterol Tartrate,UT,2,F,104
2014,Formoterol Fumarate,UT,2,F,32
2014,Formoterol Fumarate,UT,2,T,0
2014,Roflumilast,UT,2,F,223
2014,Roflumilast,UT,2,T,0
2014,Aclidinium Bromide,VA,1,T,0
2014,Aclidinium Bromide,VA,1,F,308
2014,Albuterol Sulfate/Ipratropium Bromide,VA,1,F,15224
2014,Albuterol Sulfate/Ipratropium Bromide,VA,1,T,0
2014,Arformoterol Tartrate,VA,1,T,0
2014,Arformoterol Tartrate,VA,1,F,947
2014,Formoterol Fumarate,VA,1,T,0
2014,Formoterol Fumarate,VA,1,F,529
2014,Indacaterol Maleate,VA,1,T,0
2014,Roflumilast,VA,1,F,469
2014,Roflumilast,VA,1,T,0
2014,Aclidinium Bromide,VA,2,T,0
2014,Aclidinium Bromide,VA,2,F,1023
2014,Albuterol Sulfate/Ipratropium Bromide,VA,2,F,15653
2014,Albuterol Sulfate/Ipratropium Bromide,VA,2,T,0
2014,Arformoterol Tartrate,VA,2,T,0
2014,Arformoterol Tartrate,VA,2,F,869
2014,Formoterol Fumarate,VA,2,T,0
2014,Formoterol Fumarate,VA,2,F,567
2014,Indacaterol Maleate,VA,2,T,0
2014,Roflumilast,VA,2,F,544
2014,Roflumilast,VA,2,T,0
2014,Aclidinium Bromide,VT,1,F,35
2014,Albuterol Sulfate/Ipratropium Bromide,VT,1,F,2130
2014,Albuterol Sulfate/Ipratropium Bromide,VT,1,T,0
2014,Arformoterol Tartrate,VT,1,T,0
2014,Formoterol Fumarate,VT,1,T,0
2014,Indacaterol Maleate,VT,1,T,0
2014,Roflumilast,VT,1,F,104
2014,Aclidinium Bromide,VT,2,F,49
2014,Albuterol Sulfate/Ipratropium Bromide,VT,2,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,VT,2,F,1636
2014,Arformoterol Tartrate,VT,2,T,0
2014,Arformoterol Tartrate,VT,2,F,13
2014,Formoterol Fumarate,VT,2,T,0
2014,Indacaterol Maleate,VT,2,T,0
2014,Roflumilast,VT,2,F,75
2014,Aclidinium Bromide,WA,1,T,0
2014,Aclidinium Bromide,WA,1,F,1125
2014,Albuterol Sulfate/Ipratropium Bromide,WA,1,T,0
2014,Albuterol Sulfate/Ipratropium Bromide,WA,1,F,8213
2014,Arformoterol Tartrate,WA,1,T,0
2014,Formoterol Fumarate,WA,1,T,0
2014,Formoterol Fumarate,WA,1,F,210
2014,Indacaterol Maleate,WA,1,T,0
2014,Roflumilast,WA,1,T,0
2014,Roflumilast,WA,1,F,175
2014,Aclidinium Bromide,WA,2,F,2702
2014,Albuterol Sulfate/Ipratropium Bromide,WA,2,F,14179
2014,Albuterol Sulfate/Ipratropium Bromide,WA,2,T,0
2014,Arformoterol Tartrate,WA,2,T,0
2014,Arformoterol Tartrate,WA,2,F,22
2014,Formoterol Fumarate,WA,2,T,0
2014,Formoterol Fumarate,WA,2,F,348
2014,Indacaterol Maleate,WA,2,T,0
2014,Roflumilast,WA,2,F,253
2014,Roflumilast,WA,2,T,0
2014,Aclidinium Bromide,WI,1,T,0
2014,Aclidinium Bromide,WI,1,F,229
2014,Albuterol Sulfate/Ipratropium Bromide,WI,1,F,19193
